x,y
3.122892846453155471e+03,4.569257457846949364e+03
3.068452559114035466e+03,4.574206574877778621e+03
3.004114037713257403e+03,4.539562755661974734e+03
2.919979048189162768e+03,4.490071585353683986e+03
2.845742292726726646e+03,4.480173351292025473e+03
2.806149356480093957e+03,4.514817170507829360e+03
2.811098473510922759e+03,4.603901277062753252e+03
2.825945824603410074e+03,4.697934500648505491e+03
2.835844058665068587e+03,4.796916841265086987e+03
2.860589643819213961e+03,4.876102713758352365e+03
2.875436994911701277e+03,4.980034171405764027e+03
2.850691409757555448e+03,4.994881522498250888e+03
2.791302005387606641e+03,4.984983288436592375e+03
2.692319664771024691e+03,4.975085054374934771e+03
2.618082909308588569e+03,4.975085054374934771e+03
2.543846153846151992e+03,4.999830639529080145e+03
2.528998802753664677e+03,5.064169160929857753e+03
2.548795270876981249e+03,5.158202384515610902e+03
2.573540856031126623e+03,5.242337374039705537e+03
2.573540856031126623e+03,5.316574129502141659e+03
2.524049685722835875e+03,5.400709119026236294e+03
2.449812930260399298e+03,5.435352938242040182e+03
2.375576174797963176e+03,5.445251172303697786e+03
2.291441185273868541e+03,5.415556470118723155e+03
2.232051780903919280e+03,5.366065299810432407e+03
2.207306195749773906e+03,5.262133842163021654e+03
2.227102663873090478e+03,5.182947969669756276e+03
2.261746483088893910e+03,5.118609448268977758e+03
2.281542951212210482e+03,5.039423575775712379e+03
2.232051780903919280e+03,4.994881522498250888e+03
2.142967674348995843e+03,4.955288586251617744e+03
2.058832684824901207e+03,4.930543001097472370e+03
1.984595929362465085e+03,4.905797415943326996e+03
1.895511822807541421e+03,4.881051830789181622e+03
1.900460939838370450e+03,4.796916841265086987e+03
1.875715354684225076e+03,4.663290681432701604e+03
1.875715354684225076e+03,4.534613638631145477e+03
1.855918886560908732e+03,4.455427766137880099e+03
1.826224184375934101e+03,4.396038361767930837e+03
1.776733014067643126e+03,4.400987478798760094e+03
1.707445375636036033e+03,4.445529532076221585e+03
1.653005088296916028e+03,4.480173351292025473e+03
1.603513917988625053e+03,4.490071585353683986e+03
1.558971864711163335e+03,4.480173351292025473e+03
1.504531577372043330e+03,4.435631298014563981e+03
1.469887758156239670e+03,4.371292776613785463e+03
1.455040407063752355e+03,4.287157787089690828e+03
1.455040407063752355e+03,4.207971914596425449e+03
1.469887758156239670e+03,4.128786042103160071e+03
1.519378928464530645e+03,4.049600169609894692e+03
1.563920981741992364e+03,4.005058116332432746e+03
1.608463035019454082e+03,4.010007233363262003e+03
1.672801556420232373e+03,4.044651052579065436e+03
1.751987428913497752e+03,4.079294871794869323e+03
1.816325950314275815e+03,4.094142222887356638e+03
1.860868003591737761e+03,4.054549286640723949e+03
1.865817120622566790e+03,3.975363414147458570e+03
1.850969769530079475e+03,3.861533722438389304e+03
1.846020652499250446e+03,3.757602264790978552e+03
1.855918886560908732e+03,3.633874339020251227e+03
1.841071535468421416e+03,3.534891998403669277e+03
